scale,evaluation,horizon_bars,horizon_minutes,model,group_type,group,n,mse,mae,rmse,mse_ratio_vs_zero,mse_gain_vs_zero,n_candidate_origins_all,n_dropped_nonfinite_all
15min,common_60min,4,60.0,AR_BIC,gap_group,low,1026,0.0708443623815299,0.1853801265567256,0.2661660428783693,1.0029306700153322,-0.0029306700153322,1989,0
15min,common_60min,4,60.0,MA_BIC,all,all,1989,0.0767733879786807,0.1936798990024696,0.2770801111207384,1.0021705482406291,-0.0021705482406291,1989,0
15min,common_60min,4,60.0,MA_BIC,time_band,fim,221,0.0272918644201135,0.1118169436002377,0.1652024951994175,1.0049095808628004,-0.0049095808628003,1989,0
15min,common_60min,4,60.0,MA_BIC,time_band,inicio,221,0.1217272964344046,0.2580864035565665,0.3488943915204208,1.0009379364265436,-0.0009379364265436,1989,0
15min,common_60min,4,60.0,MA_BIC,time_band,meio,1547,0.0774201901362297,0.1961736776950603,0.278244838471857,1.0023102096043703,-0.0023102096043703,1989,0
15min,common_60min,4,60.0,MA_BIC,gap_group,high,873,0.0791637505403073,0.1975165812216561,0.281360534795318,1.0022409061931612,-0.0022409061931611,1989,0
15min,common_60min,4,60.0,MA_BIC,gap_group,low,1026,0.0708446166959466,0.1853809816193545,0.2661665206143452,1.002934270297977,-0.0029342702979773,1989,0
15min,common_60min,4,60.0,AR_MA_50_50,all,all,1989,0.0767735200520977,0.1936800468065189,0.2770803494513779,1.0021722722766808,-0.0021722722766808,1989,0
15min,common_60min,4,60.0,AR_MA_50_50,time_band,fim,221,0.0272921783227701,0.1118186780856319,0.165203445250909,1.0049211390246822,-0.0049211390246821,1989,0
15min,common_60min,4,60.0,AR_MA_50_50,time_band,inicio,221,0.121727540038513,0.2580868313895333,0.3488947406289081,1.0009399395318512,-0.0009399395318512,1989,0
15min,common_60min,4,60.0,AR_MA_50_50,time_band,meio,1547,0.0774202803010851,0.1961735588262149,0.2782450004961188,1.0023113769116965,-0.0023113769116962,1989,0
15min,common_60min,4,60.0,AR_MA_50_50,gap_group,high,873,0.0791640748472803,0.1975172036176334,0.2813611111139568,1.0022450120334263,-0.0022450120334263,1989,0
15min,common_60min,4,60.0,AR_MA_50_50,gap_group,low,1026,0.0708444894476571,0.18538055408804,0.2661662815753661,1.002932468867235,-0.0029324688672349,1989,0
15min,common_60min,4,60.0,ZERO,all,all,1989,0.0766071085539892,0.1934954949673005,0.2767798918888242,1.0,0.0,1989,0
15min,common_60min,4,60.0,ZERO,time_band,fim,221,0.0271585274335638,0.1103011837327588,0.1647984448760482,1.0,0.0,1989,0
15min,common_60min,4,60.0,ZERO,time_band,inicio,221,0.1216132309551421,0.2576515149693138,0.3487308861502551,1.0,0.0,1989,0
15min,common_60min,4,60.0,ZERO,time_band,meio,1547,0.0772417455138852,0.1962152508576617,0.2779239923322297,1.0,0.0,1989,0
15min,common_60min,4,60.0,ZERO,gap_group,high,873,0.0789867486460886,0.1974114229015624,0.2810458123617725,1.0,0.0,1989,0
15min,common_60min,4,60.0,ZERO,gap_group,low,1026,0.070637347624883,0.1850626527180871,0.2657768756398552,1.0,0.0,1989,0
15min,common_60min,4,60.0,TRAIN_MEAN,all,all,1989,0.0767626608559358,0.1936612038688868,0.2770607530054298,1.0020305204684363,-0.0020305204684365,1989,0
15min,common_60min,4,60.0,TRAIN_MEAN,time_band,fim,221,0.0272550705647037,0.1116315358298615,0.1650910977754518,1.003554799919696,-0.003554799919696,1989,0
15min,common_60min,4,60.0,TRAIN_MEAN,time_band,inicio,221,0.1217175918170591,0.2580557052687433,0.3488804835714648,1.0008581374008183,-0.0008581374008183,1989,0
15min,common_60min,4,60.0,TRAIN_MEAN,time_band,meio,1547,0.077413040760237,0.1961805133887681,0.2782319909001067,1.0022176511575729,-0.0022176511575728,1989,0
15min,common_60min,4,60.0,TRAIN_MEAN,gap_group,high,873,0.0791364620317067,0.1974405877843326,0.2813120367700371,1.0018954240829543,-0.0018954240829542,1989,0
15min,common_60min,4,60.0,TRAIN_MEAN,gap_group,low,1026,0.0708596902847268,0.1854304996873617,0.2661948351954388,1.0031476643350838,-0.0031476643350838,1989,0
30min,native,1,30.0,ARMA_BIC,all,all,3978,0.0369110825962945,0.1339231612263138,0.1921225718032489,1.001054672117894,-0.0010546721178938,3978,0
30min,native,1,30.0,ARMA_BIC,time_band,fim,442,0.0121812780765652,0.0750629497348105,0.1103688274675653,1.0019853171248407,-0.0019853171248407,3978,0
30min,native,1,30.0,ARMA_BIC,time_band,inicio,442,0.0631286297806531,0.1836037080586707,0.2512541139576686,1.0004134574560553,-0.0004134574560552,3978,0
30min,native,1,30.0,ARMA_BIC,time_band,meio,3094,0.0366985479299189,0.1352345418919062,0.1915686506971297,1.0011682707849314,-0.0011682707849314,3978,0
30min,native,1,30.0,ARMA_BIC,gap_group,high,1746,0.0389291938195741,0.137161492113251,0.1973048246231556,1.0009623720072656,-0.0009623720072655,3978,0
30min,native,1,30.0,ARMA_BIC,gap_group,low,2052,0.0342598396305257,0.1289697003478586,0.1850941372127321,1.0016251097017612,-0.0016251097017612,3978,0
30min,native,1,30.0,AR_BIC,all,all,3978,0.0369088733036421,0.1339472675074498,0.1921168220215038,1.0009947545382365,-0.0009947545382362,3978,0
30min,native,1,30.0,AR_BIC,time_band,fim,442,0.0121839541163538,0.0751206592485487,0.1103809499703362,1.002205437916718,-0.002205437916718,3978,0
30min,native,1,30.0,AR_BIC,time_band,inicio,442,0.0631633483515851,0.1837203720057881,0.251323195013085,1.0009636503828572,-0.0009636503828571,3978,0
30min,native,1,30.0,AR_BIC,time_band,meio,3094,0.0366903653235486,0.1352406251875302,0.1915472926552308,1.000945042174201,-0.0009450421742009,3978,0
30min,native,1,30.0,AR_BIC,gap_group,high,1746,0.0389382587439653,0.1372075975525118,0.1973277951631886,1.0011954528222102,-0.0011954528222102,3978,0
30min,native,1,30.0,AR_BIC,gap_group,low,2052,0.0342545929222939,0.1289845487049777,0.1850799635895088,1.0014717162602,-0.0014717162602,3978,0
30min,native,1,30.0,MA_BIC,all,all,3978,0.0369088216167455,0.1339483863027742,0.1921166875020115,1.000993352753034,-0.0009933527530341,3978,0
30min,native,1,30.0,MA_BIC,time_band,fim,442,0.0121841140493768,0.0751229576394419,0.1103816744273109,1.0022185933951298,-0.0022185933951297,3978,0
30min,native,1,30.0,MA_BIC,time_band,inicio,442,0.0631650314310444,0.1837256042030524,0.2513265434271606,1.0009903225179388,-0.0009903225179388,3978,0
30min,native,1,30.0,MA_BIC,time_band,meio,3094,0.0366900355814697,0.1352409878403533,0.191546431920487,1.0009360465238133,-0.0009360465238132,3978,0
30min,native,1,30.0,MA_BIC,gap_group,high,1746,0.038938588111502,0.1372095482279048,0.1973286297309695,1.0012039216467226,-0.0012039216467225,3978,0
30min,native,1,30.0,MA_BIC,gap_group,low,2052,0.0342545524829634,0.1289854845108861,0.1850798543412097,1.0014705339706944,-0.0014705339706944,3978,0
30min,native,1,30.0,AR_MA_50_50,all,all,3978,0.0369088466598633,0.133947826905112,0.1921167526788421,1.000994031940107,-0.0009940319401069,3978,0
30min,native,1,30.0,AR_MA_50_50,time_band,fim,442,0.0121840337567666,0.0751218084439953,0.1103813107222716,1.0022119888322925,-0.0022119888322924,3978,0
30min,native,1,30.0,AR_MA_50_50,time_band,inicio,442,0.0631641890406227,0.1837229881044202,0.2513248675332841,1.0009769729692923,-0.0009769729692923,3978,0
30min,native,1,30.0,AR_MA_50_50,time_band,meio,3094,0.0366901995916258,0.1352408065139418,0.1915468600411551,1.0009405208633613,-0.0009405208633612,3978,0
30min,native,1,30.0,AR_MA_50_50,gap_group,high,1746,0.0389384225715486,0.1372085728902083,0.1973282102780761,1.001199665219907,-0.0011996652199071,3978,0
30min,native,1,30.0,AR_MA_50_50,gap_group,low,2052,0.0342545719672119,0.1289850166079319,0.1850799069786126,1.0014711036147077,-0.0014711036147077,3978,0
30min,native,1,30.0,ZERO,all,all,3978,0.0368721945208078,0.1338808758514746,0.1920213387121543,1.0,0.0,3978,0
30min,native,1,30.0,ZERO,time_band,fim,442,0.0121571422937802,0.0746110764921801,0.1102594317679002,1.0,0.0,3978,0
30min,native,1,30.0,ZERO,time_band,inicio,442,0.0631025395651739,0.1834513497425902,0.2512021886154137,1.0,0.0,3978,0
30min,native,1,30.0,ZERO,time_band,meio,3094,0.0366557241183309,0.1352664937755001,0.1914568466217151,1.0,0.0,3978,0
30min,native,1,30.0,ZERO,gap_group,high,1746,0.0388917654731696,0.1371051359141907,0.1972099527741175,1.0,0.0,3978,0
30min,native,1,30.0,ZERO,gap_group,low,2052,0.0342042539655647,0.1289072376719537,0.184943921137097,1.0,0.0,3978,0
30min,native,1,30.0,TRAIN_MEAN,all,all,3978,0.0369110825962945,0.1339231612263138,0.1921225718032489,1.001054672117894,-0.0010546721178938,3978,0
30min,native,1,30.0,TRAIN_MEAN,time_band,fim,442,0.0121812780765652,0.0750629497348105,0.1103688274675653,1.0019853171248407,-0.0019853171248407,3978,0
30min,native,1,30.0,TRAIN_MEAN,time_band,inicio,442,0.0631286297806531,0.1836037080586707,0.2512541139576686,1.0004134574560553,-0.0004134574560552,3978,0
30min,native,1,30.0,TRAIN_MEAN,time_band,meio,3094,0.0366985479299189,0.1352345418919062,0.1915686506971297,1.0011682707849314,-0.0011682707849314,3978,0
30min,native,1,30.0,TRAIN_MEAN,gap_group,high,1746,0.0389291938195741,0.137161492113251,0.1973048246231556,1.0009623720072656,-0.0009623720072655,3978,0
30min,native,1,30.0,TRAIN_MEAN,gap_group,low,2052,0.0342598396305257,0.1289697003478586,0.1850941372127321,1.0016251097017612,-0.0016251097017612,3978,0
30min,common_60min,2,60.0,ARMA_BIC,all,all,1989,0.0767626608559358,0.1936612038688867,0.2770607530054299,1.0020305204684363,-0.0020305204684365,1989,0
30min,common_60min,2,60.0,ARMA_BIC,time_band,fim,221,0.0272550705647033,0.1116315358298604,0.1650910977754504,1.0035547999196952,-0.0035547999196952,1989,0
30min,common_60min,2,60.0,ARMA_BIC,time_band,inicio,221,0.1217175918170589,0.2580557052687425,0.3488804835714645,1.000858137400818,-0.000858137400818,1989,0
30min,common_60min,2,60.0,ARMA_BIC,time_band,meio,1547,0.0774130407602372,0.1961805133887681,0.278231990900107,1.0022176511575729,-0.0022176511575728,1989,0
30min,common_60min,2,60.0,ARMA_BIC,gap_group,high,873,0.0791364620317067,0.1974405877843323,0.2813120367700371,1.0018954240829543,-0.0018954240829545,1989,0
30min,common_60min,2,60.0,ARMA_BIC,gap_group,low,1026,0.0708596902847268,0.1854304996873614,0.2661948351954389,1.0031476643350838,-0.0031476643350838,1989,0
30min,common_60min,2,60.0,AR_BIC,all,all,1989,0.0767772928962505,0.1936674796046716,0.2770871575808785,1.002221521546416,-0.002221521546416,1989,0
30min,common_60min,2,60.0,AR_BIC,time_band,fim,221,0.0272768984197147,0.1117770601386655,0.1651571930607768,1.0043585200427672,-0.0043585200427671,1989,0
30min,common_60min,2,60.0,AR_BIC,time_band,inicio,221,0.121760668188187,0.2581137421756177,0.3489422132505425,1.0012123453335389,-0.0012123453335388,1989,0
30min,common_60min,2,60.0,AR_BIC,time_band,meio,1547,0.0774225813511933,0.1961595020182516,0.2782491354006213,1.0023411671513227,-0.0023411671513227,1989,0
30min,common_60min,2,60.0,AR_BIC,gap_group,high,873,0.0791735203148465,0.1974787269665145,0.2813778959244071,1.0023645949726925,-0.0023645949726922,1989,0
30min,common_60min,2,60.0,AR_BIC,gap_group,low,1026,0.0708489076493526,0.1853958691430023,0.2661745811480741,1.002995016539877,-0.0029950165398771,1989,0
30min,common_60min,2,60.0,MA_BIC,all,all,1989,0.0767779433908222,0.1936678667709858,0.2770883313869826,1.0022300128546509,-0.0022300128546508,1989,0
30min,common_60min,2,60.0,MA_BIC,time_band,fim,221,0.0272778117740247,0.1117825615768953,0.1651599581436878,1.0043921505226314,-0.0043921505226314,1989,0
30min,common_60min,2,60.0,MA_BIC,time_band,inicio,221,0.1217626564497596,0.258115838768969,0.348945062222923,1.0012286943899444,-0.0012286943899444,1989,0
30min,common_60min,2,60.0,MA_BIC,time_band,meio,1547,0.0774230031848023,0.1961589143704297,0.2782498934138202,1.0023466283641187,-0.0023466283641186,1989,0
30min,common_60min,2,60.0,MA_BIC,gap_group,high,873,0.0791749356880724,0.1974802518768174,0.2813804109885271,1.0023825140952054,-0.0023825140952054,1989,0
30min,common_60min,2,60.0,MA_BIC,gap_group,low,1026,0.0708487162263679,0.185394815248199,0.2661742215661914,1.0029923065997228,-0.0029923065997228,1989,0
30min,common_60min,2,60.0,AR_MA_50_50,all,all,1989,0.0767776175953543,0.1936676731878287,0.2770877434953671,1.0022257600447737,-0.0022257600447737,1989,0
30min,common_60min,2,60.0,AR_MA_50_50,time_band,fim,221,0.0272773548467696,0.1117798108577804,0.1651585748508676,1.004375326073803,-0.004375326073803,1989,0
30min,common_60min,2,60.0,AR_MA_50_50,time_band,inicio,221,0.1217616621574207,0.2581147904722934,0.3489436375081522,1.001220518533329,-0.0012205185333289,1989,0
30min,common_60min,2,60.0,AR_MA_50_50,time_band,meio,1547,0.0774227916219998,0.1961592081943407,0.2782495132466538,1.0023438893943932,-0.0023438893943932,1989,0
30min,common_60min,2,60.0,AR_MA_50_50,gap_group,high,873,0.0791742274233153,0.1974794894216659,0.2813791524319373,1.0023735472144415,-0.0023735472144414,1989,0
30min,common_60min,2,60.0,AR_MA_50_50,gap_group,low,1026,0.0708488114226093,0.1853953421956006,0.2661744003893111,1.002993654275486,-0.002993654275486,1989,0
30min,common_60min,2,60.0,ZERO,all,all,1989,0.0766071085539892,0.1934954949673002,0.2767798918888243,1.0,0.0,1989,0
30min,common_60min,2,60.0,ZERO,time_band,fim,221,0.0271585274335634,0.1103011837327577,0.1647984448760469,1.0,0.0,1989,0
30min,common_60min,2,60.0,ZERO,time_band,inicio,221,0.121613230955142,0.257651514969313,0.3487308861502548,1.0,0.0,1989,0
30min,common_60min,2,60.0,ZERO,time_band,meio,1547,0.0772417455138854,0.1962152508576616,0.2779239923322299,1.0,0.0,1989,0
30min,common_60min,2,60.0,ZERO,gap_group,high,873,0.0789867486460886,0.1974114229015622,0.2810458123617725,1.0,0.0,1989,0
30min,common_60min,2,60.0,ZERO,gap_group,low,1026,0.0706373476248831,0.1850626527180867,0.2657768756398553,1.0,0.0,1989,0
30min,common_60min,2,60.0,TRAIN_MEAN,all,all,1989,0.0767626608559358,0.1936612038688867,0.2770607530054299,1.0020305204684363,-0.0020305204684365,1989,0
30min,common_60min,2,60.0,TRAIN_MEAN,time_band,fim,221,0.0272550705647033,0.1116315358298604,0.1650910977754504,1.0035547999196952,-0.0035547999196952,1989,0
30min,common_60min,2,60.0,TRAIN_MEAN,time_band,inicio,221,0.1217175918170589,0.2580557052687425,0.3488804835714645,1.000858137400818,-0.000858137400818,1989,0
30min,common_60min,2,60.0,TRAIN_MEAN,time_band,meio,1547,0.0774130407602372,0.1961805133887681,0.278231990900107,1.0022176511575729,-0.0022176511575728,1989,0
30min,common_60min,2,60.0,TRAIN_MEAN,gap_group,high,873,0.0791364620317067,0.1974405877843323,0.2813120367700372,1.001895424082955,-0.0018954240829549,1989,0
30min,common_60min,2,60.0,TRAIN_MEAN,gap_group,low,1026,0.0708596902847268,0.1854304996873614,0.2661948351954389,1.0031476643350838,-0.0031476643350838,1989,0
60min,native,1,60.0,ARMA_BIC,all,all,1989,0.076762660855936,0.1936612038688869,0.2770607530054302,1.0020305204684363,-0.0020305204684365,1989,0
60min,native,1,60.0,ARMA_BIC,time_band,fim,221,0.0272550705647037,0.1116315358298616,0.1650910977754516,1.003554799919696,-0.0035547999196958,1989,0
60min,native,1,60.0,ARMA_BIC,time_band,inicio,221,0.1217175918170598,0.2580557052687434,0.3488804835714658,1.0008581374008183,-0.0008581374008183,1989,0
60min,native,1,60.0,ARMA_BIC,time_band,meio,1547,0.0774130407602372,0.1961805133887681,0.278231990900107,1.0022176511575729,-0.0022176511575728,1989,0
60min,native,1,60.0,ARMA_BIC,gap_group,high,873,0.0791364620317067,0.1974405877843323,0.2813120367700371,1.0018954240829543,-0.0018954240829542,1989,0
60min,native,1,60.0,ARMA_BIC,gap_group,low,1026,0.0708596902847271,0.1854304996873619,0.2661948351954394,1.0031476643350838,-0.0031476643350838,1989,0
60min,native,1,60.0,AR_BIC,all,all,1989,0.0768323602711873,0.1939234029895913,0.277186508097323,1.0029403500725935,-0.0029403500725937,1989,0
60min,native,1,60.0,AR_BIC,time_band,fim,221,0.0272107355795178,0.1106844339388861,0.1649567688199482,1.001922348186282,-0.001922348186282,1989,0
60min,native,1,60.0,AR_BIC,time_band,inicio,221,0.1217676928365419,0.2577192026233096,0.348952278738142,1.0012701075383492,-0.0012701075383492,1989,0
60min,native,1,60.0,AR_BIC,time_band,meio,1547,0.0775018305749465,0.1967009986205895,0.2783915059317481,1.00336715670174,-0.0033671567017399,1989,0
60min,native,1,60.0,AR_BIC,gap_group,high,873,0.0789754198756525,0.1974739664727725,0.2810256569704135,0.9998565737844596,0.0001434262155404,1989,0
60min,native,1,60.0,AR_BIC,gap_group,low,1026,0.0712094726937047,0.1860223274478807,0.2668510309024583,1.0080994698705228,-0.0080994698705227,1989,0
60min,native,1,60.0,MA_BIC,all,all,1989,0.0768243138252465,0.1939084373040159,0.2771719932194567,1.002835314833794,-0.002835314833794,1989,0
60min,native,1,60.0,MA_BIC,time_band,fim,221,0.0272259581608082,0.1107433010603287,0.1650029034920544,1.0024828565322377,-0.0024828565322376,1989,0
60min,native,1,60.0,MA_BIC,time_band,inicio,221,0.1217575468111714,0.2577186912220574,0.3489377405944668,1.0011866789073456,-0.0011866789073455,1989,0
60min,native,1,60.0,MA_BIC,time_band,meio,1547,0.077490759922177,0.1966734204933939,0.278371621977128,1.003223831965927,-0.003223831965927,1989,0
60min,native,1,60.0,MA_BIC,gap_group,high,873,0.0789824417936386,0.1974643533159167,0.281038150067991,0.9999454737342164,5.452626578361652e-05,1989,0
60min,native,1,60.0,MA_BIC,gap_group,low,1026,0.071188079964023,0.1860046230939631,0.2668109442358447,1.0077966169124062,-0.0077966169124061,1989,0
60min,native,1,60.0,AR_MA_50_50,all,all,1989,0.076828181996455,0.1939159201468036,0.277178971057429,1.0028858084665848,-0.0028858084665848,1989,0
60min,native,1,60.0,AR_MA_50_50,time_band,fim,221,0.027218283682301,0.1107138674996074,0.1649796462667472,1.0022002757286224,-0.0022002757286223,1989,0
60min,native,1,60.0,AR_MA_50_50,time_band,inicio,221,0.1217625625265308,0.2577189469226835,0.3489449276412121,1.0012279220789968,-0.0012279220789968,1989,0
60min,native,1,60.0,AR_MA_50_50,time_band,meio,1547,0.0774961131084662,0.1966872095569917,0.2783812369906892,1.0032931362812758,-0.0032931362812758,1989,0
60min,native,1,60.0,AR_MA_50_50,gap_group,high,873,0.078978763660045,0.1974691598943446,0.2810316061585334,0.999898907270137,0.000101092729863,1989,0
60min,native,1,60.0,AR_MA_50_50,gap_group,low,1026,0.0711986411891875,0.1860134752709219,0.2668307350909703,1.007946130243804,-0.0079461302438039,1989,0
60min,native,1,60.0,ZERO,all,all,1989,0.0766071085539893,0.1934954949673004,0.2767798918888245,1.0,0.0,1989,0
60min,native,1,60.0,ZERO,time_band,fim,221,0.0271585274335638,0.1103011837327587,0.164798444876048,1.0,0.0,1989,0
60min,native,1,60.0,ZERO,time_band,inicio,221,0.1216132309551428,0.2576515149693139,0.348730886150256,1.0,0.0,1989,0
60min,native,1,60.0,ZERO,time_band,meio,1547,0.0772417455138854,0.1962152508576616,0.2779239923322299,1.0,0.0,1989,0
60min,native,1,60.0,ZERO,gap_group,high,873,0.0789867486460886,0.1974114229015621,0.2810458123617726,1.0,0.0,1989,0
60min,native,1,60.0,ZERO,gap_group,low,1026,0.0706373476248833,0.1850626527180872,0.2657768756398558,1.0,0.0,1989,0
60min,native,1,60.0,TRAIN_MEAN,all,all,1989,0.076762660855936,0.1936612038688869,0.2770607530054302,1.0020305204684363,-0.0020305204684365,1989,0
60min,native,1,60.0,TRAIN_MEAN,time_band,fim,221,0.0272550705647037,0.1116315358298616,0.1650910977754516,1.003554799919696,-0.0035547999196958,1989,0
60min,native,1,60.0,TRAIN_MEAN,time_band,inicio,221,0.1217175918170598,0.2580557052687434,0.3488804835714658,1.0008581374008183,-0.0008581374008183,1989,0
60min,native,1,60.0,TRAIN_MEAN,time_band,meio,1547,0.0774130407602372,0.1961805133887681,0.278231990900107,1.0022176511575729,-0.0022176511575728,1989,0
60min,native,1,60.0,TRAIN_MEAN,gap_group,high,873,0.0791364620317067,0.1974405877843323,0.2813120367700371,1.0018954240829543,-0.0018954240829542,1989,0
60min,native,1,60.0,TRAIN_MEAN,gap_group,low,1026,0.0708596902847271,0.1854304996873619,0.2661948351954394,1.0031476643350838,-0.0031476643350838,1989,0
60min,common_60min,1,60.0,ARMA_BIC,all,all,1989,0.076762660855936,0.1936612038688869,0.2770607530054302,1.0020305204684363,-0.0020305204684365,1989,0
60min,common_60min,1,60.0,ARMA_BIC,time_band,fim,221,0.0272550705647037,0.1116315358298616,0.1650910977754516,1.003554799919696,-0.0035547999196958,1989,0
60min,common_60min,1,60.0,ARMA_BIC,time_band,inicio,221,0.1217175918170598,0.2580557052687434,0.3488804835714658,1.0008581374008183,-0.0008581374008183,1989,0
60min,common_60min,1,60.0,ARMA_BIC,time_band,meio,1547,0.0774130407602372,0.1961805133887681,0.278231990900107,1.0022176511575729,-0.0022176511575728,1989,0
60min,common_60min,1,60.0,ARMA_BIC,gap_group,high,873,0.0791364620317067,0.1974405877843323,0.2813120367700371,1.0018954240829543,-0.0018954240829542,1989,0
60min,common_60min,1,60.0,ARMA_BIC,gap_group,low,1026,0.0708596902847271,0.1854304996873619,0.2661948351954394,1.0031476643350838,-0.0031476643350838,1989,0
60min,common_60min,1,60.0,AR_BIC,all,all,1989,0.0768323602711873,0.1939234029895913,0.277186508097323,1.0029403500725935,-0.0029403500725937,1989,0
60min,common_60min,1,60.0,AR_BIC,time_band,fim,221,0.0272107355795178,0.1106844339388861,0.1649567688199482,1.001922348186282,-0.001922348186282,1989,0
60min,common_60min,1,60.0,AR_BIC,time_band,inicio,221,0.1217676928365419,0.2577192026233096,0.348952278738142,1.0012701075383492,-0.0012701075383492,1989,0
60min,common_60min,1,60.0,AR_BIC,time_band,meio,1547,0.0775018305749465,0.1967009986205895,0.2783915059317481,1.00336715670174,-0.0033671567017399,1989,0
60min,common_60min,1,60.0,AR_BIC,gap_group,high,873,0.0789754198756525,0.1974739664727725,0.2810256569704135,0.9998565737844596,0.0001434262155404,1989,0
60min,common_60min,1,60.0,AR_BIC,gap_group,low,1026,0.0712094726937047,0.1860223274478807,0.2668510309024583,1.0080994698705228,-0.0080994698705227,1989,0
60min,common_60min,1,60.0,MA_BIC,all,all,1989,0.0768243138252465,0.1939084373040159,0.2771719932194567,1.002835314833794,-0.002835314833794,1989,0
60min,common_60min,1,60.0,MA_BIC,time_band,fim,221,0.0272259581608082,0.1107433010603287,0.1650029034920544,1.0024828565322377,-0.0024828565322376,1989,0
60min,common_60min,1,60.0,MA_BIC,time_band,inicio,221,0.1217575468111714,0.2577186912220574,0.3489377405944668,1.0011866789073456,-0.0011866789073455,1989,0
60min,common_60min,1,60.0,MA_BIC,time_band,meio,1547,0.077490759922177,0.1966734204933939,0.278371621977128,1.003223831965927,-0.003223831965927,1989,0
60min,common_60min,1,60.0,MA_BIC,gap_group,high,873,0.0789824417936386,0.1974643533159167,0.281038150067991,0.9999454737342164,5.452626578361652e-05,1989,0
60min,common_60min,1,60.0,MA_BIC,gap_group,low,1026,0.071188079964023,0.1860046230939631,0.2668109442358447,1.0077966169124062,-0.0077966169124061,1989,0
60min,common_60min,1,60.0,AR_MA_50_50,all,all,1989,0.076828181996455,0.1939159201468036,0.277178971057429,1.0028858084665848,-0.0028858084665848,1989,0
60min,common_60min,1,60.0,AR_MA_50_50,time_band,fim,221,0.027218283682301,0.1107138674996074,0.1649796462667472,1.0022002757286224,-0.0022002757286223,1989,0
60min,common_60min,1,60.0,AR_MA_50_50,time_band,inicio,221,0.1217625625265308,0.2577189469226835,0.3489449276412121,1.0012279220789968,-0.0012279220789968,1989,0
60min,common_60min,1,60.0,AR_MA_50_50,time_band,meio,1547,0.0774961131084662,0.1966872095569917,0.2783812369906892,1.0032931362812758,-0.0032931362812758,1989,0
60min,common_60min,1,60.0,AR_MA_50_50,gap_group,high,873,0.078978763660045,0.1974691598943446,0.2810316061585334,0.999898907270137,0.000101092729863,1989,0
60min,common_60min,1,60.0,AR_MA_50_50,gap_group,low,1026,0.0711986411891875,0.1860134752709219,0.2668307350909703,1.007946130243804,-0.0079461302438039,1989,0
60min,common_60min,1,60.0,ZERO,all,all,1989,0.0766071085539893,0.1934954949673004,0.2767798918888245,1.0,0.0,1989,0
60min,common_60min,1,60.0,ZERO,time_band,fim,221,0.0271585274335638,0.1103011837327587,0.164798444876048,1.0,0.0,1989,0
60min,common_60min,1,60.0,ZERO,time_band,inicio,221,0.1216132309551428,0.2576515149693139,0.348730886150256,1.0,0.0,1989,0
60min,common_60min,1,60.0,ZERO,time_band,meio,1547,0.0772417455138854,0.1962152508576616,0.2779239923322299,1.0,0.0,1989,0
60min,common_60min,1,60.0,ZERO,gap_group,high,873,0.0789867486460886,0.1974114229015621,0.2810458123617726,1.0,0.0,1989,0
60min,common_60min,1,60.0,ZERO,gap_group,low,1026,0.0706373476248833,0.1850626527180872,0.2657768756398558,1.0,0.0,1989,0
60min,common_60min,1,60.0,TRAIN_MEAN,all,all,1989,0.076762660855936,0.1936612038688869,0.2770607530054302,1.0020305204684363,-0.0020305204684365,1989,0
60min,common_60min,1,60.0,TRAIN_MEAN,time_band,fim,221,0.0272550705647037,0.1116315358298616,0.1650910977754516,1.003554799919696,-0.0035547999196958,1989,0
60min,common_60min,1,60.0,TRAIN_MEAN,time_band,inicio,221,0.1217175918170598,0.2580557052687434,0.3488804835714658,1.0008581374008183,-0.0008581374008183,1989,0
60min,common_60min,1,60.0,TRAIN_MEAN,time_band,meio,1547,0.0774130407602372,0.1961805133887681,0.278231990900107,1.0022176511575729,-0.0022176511575728,1989,0
60min,common_60min,1,60.0,TRAIN_MEAN,gap_group,high,873,0.0791364620317067,0.1974405877843323,0.2813120367700371,1.0018954240829543,-0.0018954240829542,1989,0
60min,common_60min,1,60.0,TRAIN_MEAN,gap_group,low,1026,0.0708596902847271,0.1854304996873619,0.2661948351954394,1.0031476643350838,-0.0031476643350838,1989,0
1d,native,1,,ARMA_BIC,all,all,221,0.7475637845442941,0.6530920602882294,0.8646177100570483,1.017005459276923,-0.0170054592769233,221,0
1d,native,1,,ARMA_BIC,gap_group,high,97,0.6699260241570877,0.6052825391965917,0.8184900880017348,1.0182890336309671,-0.0182890336309671,221,0
1d,native,1,,ARMA_BIC,gap_group,low,114,0.8173559090218004,0.689890169401247,0.904077379996757,1.0223338999778049,-0.0223338999778048,221,0
1d,native,1,,AR_BIC,all,all,221,0.7492855359921585,0.6505918869796627,0.8656128095125202,1.01934777528821,-0.01934777528821,221,0
1d,native,1,,AR_BIC,gap_group,high,97,0.6687981212946242,0.6011862916892986,0.8178007833785831,1.0165746187934597,-0.0165746187934594,221,0
1d,native,1,,AR_BIC,gap_group,low,114,0.822934375665362,0.6890141692585116,0.9071573048073648,1.029311344560586,-0.0293113445605859,221,0
1d,native,1,,MA_BIC,all,all,221,0.7494213930383693,0.6507710595282622,0.8656912804449224,1.0195325987916142,-0.0195325987916141,221,0
1d,native,1,,MA_BIC,gap_group,high,97,0.6693674408914019,0.6015665402122333,0.8181487889689759,1.0174399858356775,-0.0174399858356777,221,0
