lag,minutes,acf,pacf,acf_ci_95,pacf_ci_95,acf_n_pairs,pacf_nobs,acf_conventional,pacf_conventional,acf_significant,pacf_significant,scale,label,bar_minutes,separation_value,separation_unit
4,240.0,0.029090768543901278,0.016028163091985164,0.0558860629541957,0.0558860629541957,1230,1230,0.0006743350206970863,0.0002319639938312047,False,False,60min,60 minutos,60.0,240,minutos
5,300.0,0.009187781006564462,0.007889920421171764,0.06248251788020715,0.06248251788020715,984,984,-0.001992273368196659,-0.0023646993318852715,False,False,60min,60 minutos,60.0,300,minutos
6,360.0,0.010956484411911466,0.0033603078180716975,0.0721485970355664,0.0721485970355664,738,738,-0.0006895463107895407,-0.0009332859012877433,False,False,60min,60 minutos,60.0,360,minutos
7,420.0,0.13246136914348314,0.06576875668093682,0.08836362419740836,0.08836362419740836,492,492,0.031396161457669595,0.03154446830820661,True,False,60min,60 minutos,60.0,420,minutos
8,480.0,0.04142893095927144,0.012406277994551568,0.1249650357604143,0.1249650357604143,246,246,-0.020339808814827033,-0.01782229346516027,False,False,60min,60 minutos,60.0,480,minutos
0,,1.0,1.0,0.1249650357604143,0.1249650357604143,246,246,1.0,1.0,False,False,1d,1 dia,,0,pregões
1,,-0.02557664246595705,-0.024731002151075796,0.1275851327612074,0.1275851327612074,236,236,-0.04453898840697101,-0.04453898840697102,False,False,1d,1 dia,,1,pregões
2,,-0.024246768208283812,-0.024758810431625006,0.1303772606265969,0.1303772606265969,226,226,0.004989361506645185,0.003011614222175923,False,False,1d,1 dia,,2,pregões
3,,-0.012005621841045772,-0.013205997368508051,0.13305346972721763,0.13305346972721763,217,217,0.017047573408378654,0.017438009529424613,False,False,1d,1 dia,,3,pregões
4,,0.10369449253198917,0.10093287013099557,0.13557603491775064,0.13557603491775064,209,209,0.15407783701587993,0.15595161328461257,False,False,1d,1 dia,,4,pregões
5,,-0.02421913881968288,-0.017878827986360042,0.13824774070828524,0.13824774070828524,201,201,-0.037646290366242924,-0.02425168445421873,False,False,1d,1 dia,,5,pregões
6,,0.06628063401709185,0.07749585399156737,0.14108388714674414,0.14108388714674414,193,193,0.029096410752254876,0.025296394000137886,False,False,1d,1 dia,,6,pregões
7,,0.06202871578484628,0.08703316260797646,0.1441020659303863,0.1441020659303863,185,185,0.09092400659434889,0.0895834532084381,False,False,1d,1 dia,,7,pregões
8,,-0.04415260571524488,-0.06329503165422214,0.14690821104318882,0.14690821104318882,178,178,0.002158960266066771,-0.013164050096672108,False,False,1d,1 dia,,8,pregões
9,,-0.00605731251945464,0.0038617582136043836,0.14988494612876702,0.14988494612876702,171,171,-0.021068060029981486,-0.014133476971061008,False,False,1d,1 dia,,9,pregões
10,,0.056599168673778934,0.060399421369106414,0.15305028665083395,0.15305028665083395,164,164,0.04921836414980084,0.03682493987962869,False,False,1d,1 dia,,10,pregões
11,,0.033289446653379004,0.02799181250696694,0.15642502935565394,0.15642502935565394,157,157,0.017859045381048103,-0.004260245249697717,False,False,1d,1 dia,,11,pregões
12,,0.05252176634174328,0.054845512888637406,0.1600333298618343,0.1600333298618343,150,150,-0.008177353901799399,-0.0013697032188850933,False,False,1d,1 dia,,12,pregões
13,,-0.04239540656516478,-0.05707490712628858,0.1639034339613898,0.1639034339613898,143,143,-0.045227517673063385,-0.04851042627554117,False,False,1d,1 dia,,13,pregões
14,,-0.1441133634840276,-0.17306505762814567,0.16806861343965865,0.16806861343965865,136,136,-0.003595300654461462,-0.030665882800868346,False,True,1d,1 dia,,14,pregões
15,,-0.019437889501582817,-0.024926673922713857,0.17256837763982227,0.17256837763982227,129,129,0.03443436523393365,0.03717781942207885,False,False,1d,1 dia,,15,pregões
